freq	word
46	확보기술
45	정보통신기술ict
44	원천기술개발
44	선진기술
43	지원기술
42	기술도입
42	산업융합원천기술개발사업
41	기술료조건
41	이용기술
40	대구경북과학기술원
40	전략핵심소재기술개발사업
40	한국철도기술연구원
40	미래기술
40	기술자
39	핵심원천기술
38	기술확보
38	제품기술
37	기술요구
37	기술전수교육
37	선도기술
36	기초기술
36	개선기술
35	부품모듈기술
35	중소기업기술정보진흥
34	접합기술
34	중소기업기술혁신사업
34	분산원장기술
33	전환기술
33	기술원
33	한국세라믹기술원
33	최고기술
32	기술제휴
32	시스템기술
31	기술성
31	구축기술
31	기술집약적
31	기술지도
31	기술거래
31	요소기술들
30	기술요소
30	산업기술개발
30	집진기술
29	장비기술
29	기술협력
29	저작기술
29	최신기술
29	상용화기술
29	포집기술
28	기술경쟁
28	고등기술연구원
28	생산기술연구원
28	사업화연계기술개발사
27	기술연구원
27	탐지기술
27	한국정보통신기술협회
27	수신기술
27	재료기술
27	주요기술
27	전사기술
27	해당기술
26	기술융합
26	제공기술
26	적층기술
26	혁신기술
26	소기술
26	기술키워드
26	애로기술지원사업
26	기술g
26	필터기술
25	원천기술력
25	국가기술표준원
25	기술장벽
25	기술연구본부
25	전략기술
25	국내기술
25	무선기술
25	제품화기술
25	기술적용
24	핵심기술개발
24	추정기술
24	기술트렌드
24	산학연협력기술개발사업
24	융복합기술개발사업
24	공급기술
24	미래기술교육연구원
23	자율주행기술
23	전력변환기술
23	구동기술
23	포장기술
23	융합생산기술연구소
23	탐색기술
23	기술파트너
23	신호처리기술
23	구미전자정보기술원
22	조절기술
22	인공지능기술
22	기술인력
22	선행기술
22	기술가치
22	원천핵심기술
22	섬유기술
22	탈황기술
22	성능평가기술
22	전원제어기술
21	유망기술
21	독자기술
21	기술영역
21	소자기술
21	기술연구
21	게임콘텐츠기술
21	과학기술정보협의회
21	ar기술연구그룹
21	한국해양과학기술원
21	제공한국생산기술연구
21	기술수준조사
21	복구기술
20	검출기술
20	상용화기술개발사업
20	기술제품
20	혼합기술
20	기술집약형
20	기술보유
20	한국생산기술
20	기술상용화
19	기술교육
19	과학기술전략회의
19	한국기술교육대학교
19	기술과제
19	에너지자원기술개발사업
19	정화기술
19	회수기술
19	에너지기술연구원
19	동작인식기술
18	직조기술
18	한국산업시험기술
18	계측기술
18	콘텐츠기술
18	뿌리기술
18	기술변화
18	신재생에너지기술개발사업
18	건조기술
18	설비기술
17	기술선진국
17	생물전환기술
17	공동연구개발기술자문장비이용
17	기술서비스
17	기능구조기술
17	최종요소기술
17	탈질기술
17	바이오기술
17	암호기술
17	과학기술정통부
17	조작기술
16	영상인식기술
16	국토교통과학기술진흥
16	로직기술
16	기술투자
16	정보변환연동기술
16	신의료기술평가
16	기술mobile
16	입력기술
16	인쇄기술
16	융복합기술
16	과학기술정책연구
16	감정기술
16	기술user
16	기술교류회
15	맞춤기술
15	과학기술기본계획
15	유지관리기술
15	대상기술
15	이전기술
15	기술현황
15	기술기준
15	전달기술
15	기술업체
15	한국과학기술기획평가
15	기술선도
15	육성방안과학기술정보통신부
15	교육과학기술부
15	방지기술
15	기술선점
15	스마트제조기술그룹
14	소재부품기술개발사업
14	하나기술
114	음성합성기술
14	기술개발상태
14	한국과학기술
14	위치인식기술
14	증강현실기술
14	기술등
14	확장기술
14	통합제어기술
14	녹색기술
14	바이오매스기술
14	기술보안
14	나노융합기술원
14	이동통신기술
14	광융합기술
13	it융합기술
13	소재기술방염
13	상용화기술개발
13	증대기술
13	핵심소재원천기술개발
13	ic기술
13	예방가공기술
13	도출과학기술정보통신
13	증착기술
13	장치기술
13	교차결합기술
13	레이저기술
13	드론안전기술
13	전송기술위험감지
13	변환기술
13	핵심기반기술
13	주변기술
13	편의기술
13	필요핵심요소기술
13	해외기술
13	한국환경산업기술원
13	통합기술지원
13	기술방제
13	기술혁신개발
13	기술표준화
13	식별기술
12	한국생산기술연구원kitec
12	기술규격
12	대기방지기술
12	국가과학기술심의회
12	수송기술
12	전력제어기술
12	기술정보
12	기술추격
12	전략기술로드맵
12	제품서비스기술공정품질기술산학연협력기술상용화기술
12	최적화기술
12	기술진보
12	기술군
12	모니터링기술
12	기술개발과제
12	중점기술
12	한국과학기술연구원kist
12	전력관리기술
12	통합관리기술
12	인터페이스기술
12	기술fai
12	기술전자부품연구원
12	모터기술
12	주간기술동향
12	소재탐색기술
12	시험기술
12	현장검사기술
12	기술료
11	융합기술개발
11	기술센터
11	적용기술분류
11	영상분석기술
11	복합기술
11	공백기술분야
11	정수기술
11	핵심원천기술개발
11	바이오인증기술
11	원격제어기술
11	기술시장분석
11	간편결제기술
11	회피기술
11	전력기술
11	hw기술
11	기술상담센터
11	분사기술
11	기술교육혁신
11	산업기술평가관리
11	방어기술
11	전력공급기술
11	필요기술
11	출력기술
11	보전기술
11	기술개선
11	엔터테인먼트콘텐츠기술
11	기술분류체계
10	보조기술
10	한국산업기술시험
10	기술특허
10	표준화기술
10	운전기술
10	청정기술
10	재활용기술
10	기술규제
10	최고기술국
10	국내기술수준
10	보정기술
10	기술개발완료
10	중소기업기술
10	기술지원총괄실
10	고정기술
10	기술영향평가
10	감성응용서비스기술
10	개량기술
10	산업융합원천기술
10	기술산업
10	공간정보기술
10	기술개발지원
10	산업핵심기술개발사업
10	기술모방
10	공통핵심기능기술
10	핵심기술개발사업
10	한국과학기술원kaist
10	디지털테마파크기술
10	연관기술
10	기술은행
10	광원기술
10	상용기술
10	이동기술
10	기술배경
10	기술개발현황
10	인식판단기술
10	검색기술
10	추론기술
9	기술향상
9	봉지기술
9	기존기술
9	기술접목
9	중소기업기술로드맵
9	핵심기술들
9	추출기술
9	제조공정기술
9	구성기술
9	기술교류
9	단위기술
9	산업원천기술개발사업
9	실행기술
9	특화기술
9	기술실증
9	지역특화산업육성융복합기술개발사업
9	3d융합기술지원센터
9	지원사업한국나노기술
9	디자인기술
9	시각화기술
9	기술네트워크스토리
9	감축기술
9	봉입기술
9	푸른기술
9	중개기술
9	파악기술
9	soc기술
9	품질분석기술
9	정보보호기술
9	재현기술
9	기능기술
9	기술납품
9	재난안전기술
9	기술스마트
8	기술자문
8	전장기술
8	기술전략
8	과학기술기반
8	자동충전기술
8	과학기술정보통신부장관
8	농업기술원
8	연장기술
8	성장기술
8	생체인식기술
8	기술개발처중소기업공공연구기관
8	블록체인기술연구센터
8	이종기술
8	고도기술
8	기계기술
8	기술상담
8	기업기술지원
8	서울과학기술
8	기반기술연구본부
8	자율제어기술
8	측위기술
8	기술단점
8	인프라기술
8	현장애로기술
8	기술컨설팅
8	디스플레이기술
8	led해양융합기술연구센터
8	재배기술
8	기술애로사항
8	기술단계
8	서버기술
8	노즐기술
8	삼성종합기술원
8	한국탄소융합기술원
8	영역기술
8	암진단기술
8	정밀측위기술
8	기술이전비용
8	대량생산기술
8	chip기술
8	특허기술동향분석
8	국가보안기술연구소
8	기술구성
8	db구축기술
8	적층제조기술
8	첨단기술전략
8	국가과학기술연구회
8	기술장기
8	공정기술개발
8	구조기술
8	service기술
7	기술난이도
7	공동기술개발
7	원천기술개발사업
7	매핑기술
7	기술방식
7	기술기업
7	기술종속
7	기술이전센터
7	실증기술
7	패키징기술
7	전극재료기술
7	확보핵심요소기술
7	전자정보기술원
7	창업성장기술개발사업
7	대응핵심요소기술
7	정보기술it
7	절삭가공기술
7	기술포럼
7	감소기술
7	과학기술서비스
7	산학연협력기술개발
7	충전장치보호기술
7	회로설계기술
7	산업기술력
7	울산과학기술대학교
7	첨단의료기술
7	신기술개발
7	기술문제
7	탈취기술e
7	상호작용기술
7	공정기술이
7	영상모듈기술
7	신재생에너지핵심기술개발
7	소재부품기술개발
7	배치기술
7	기술합작
7	우수기술
7	기술전문
7	화자식별기술
7	기술techno
7	고급기술
7	기술인간과
7	단일기술
7	대화기술과
7	배터리기술
7	기술위원회
7	과학기술예측조사
6	자동통역기술
6	기술기획
6	기술대비
6	유리기술
6	기술수준평
6	이차전지기술개발사업
6	기술구현
6	생명공학기술
6	기술고도화
6	고도화기술
6	렌즈성형가공공정기술
6	반사판성형가공공정기술
6	진단한국과학기술기획평가
6	레이저응용기술센터
6	해킹방지기술
6	건설기술연구사업
6	제작표준기술
6	유통기술
6	융합원천기술
6	제어관리기술
6	기술우위
6	암호화기술
6	선정기술
6	기술열처리
6	구조영상기술
6	기능영상기술
6	공통기술
6	수소저장기술
6	국가나노기술지도
6	스마트기술
6	기술연구소
6	전용기술인
6	건강증진기술
6	정밀농업기술
6	스마트드론기술센터
6	핵심기술부품
6	산업기술종합연구소
6	기술매입
6	dsp기술
6	협업기술
6	한국산업기술대학교
6	산업소재핵심기술개발사업
6	기술패턴
6	learning기술
6	기술활용
6	정보기술it기술
6	한국정보통신기술협회tta
6	mimo기술
6	기술개발과정
6	기술연관도
6	차세대핵심환경기술
6	요소기술개발
6	전략핵심소재기술
6	응용기술개발
6	흡수기술
6	오감기술
6	기술시연
6	뿌리산업기술연구소
6	기술기술
6	바이오인식기술
6	저소비전력기술
5	기술의존
5	재난상황관리기술개발
5	대체기술
5	기술평가
5	기술용역
5	소형풍력기술
5	안정화기술
5	신산업신기술
5	센서제품기술
5	제빙기술
5	조립기술
5	우리기술
5	소비기술
5	원천기술sls
5	로봇산업기술로드맵
5	기술정보보안
5	환경기술개발
5	세부기술이전
5	기술부문
5	지식기술
5	과학기술발전
5	뿌리기술지원센터
5	기술개발처중소기업
5	상시기술지원
5	기술개발기
5	입출력기술
5	소통기술
5	기술수준조사보고서
5	수준나노기술수준평
5	기초원천기술
5	독점기술은
5	등기술
5	중점과학기술
5	유사기술
5	관제기술
5	사전대응기술
5	산업기술혁신사업
5	기술동향보고서
5	기술g분야
5	소프트웨어기술
5	연결o기술
5	기술장비
5	과학기술일자리진흥원
5	공공기술개발사업
5	융합조명기술
5	국가과학기술자문회
5	ict융합기술
5	공간디자인기술개발
5	무선접속기술
5	광학기술프로그램
5	전략제품기술
5	한국과학기술평가
5	국토교통과학기술진흥위원회
5	기술분석보고서
5	차세대융합기술연구원
5	led국방융합기술연구센터
5	기술선
5	이동무선백홀기술
5	산업혁명기술
5	한국전력기술
5	자동언어번역기술
5	창업성장기술개발
5	과학기술원
5	산업현장핵심기술수시개발사업
5	자체기술
5	자동차융합기술원
50	협회
40	한국무역협회
34	한국스마트홈산업협회
27	한국정보통신기술협회
16	산업협회
15	한국vr산업협회
15	조사한국스마트제조산업협회
15	한국정보보호산업협회
11	금융투자협회
11	한국표준협회
10	한국바이오협회
10	한국전파진흥협회
8	한국클라우드산업협회
7	한국블록체인협회
7	무역협회
6	미군협회
6	한국로봇산업협회
6	한국정보통신기술협회tta
5	한국반도체산업협회
5	한국인쇄전자산업협회
5	한국자동차산업협회
5	한국디스플레이산업협회
5	한국스마트홈산업협회자료
2069	자료
56	보도자료
26	발표자료
24	자료출처
14	통계자료
12	자료들
10	교육자료
8	기초자료
7	시장자료
5	메타데이터관리지능형검색자료자동분류
5	조사자료
5	한국스마트홈산업협회자료
329	fr
329	me
326	use
325	la
324	수익
324	at
324	시장점유율
337	5개
337	품목별
337	특허기술
335	적절
335	도시
335	심화
335	수입금액
333	증가하였
332	세대
332	사회적
331	pro
354	상업용
354	아시아
354	문서
353	25년
365	시사점
369	5억
373	qualcomm
374	제약
374	제휴
374	회수
379	program
392	sc
394	이벤트
393	성과
393	만족
400	amazon
376	ti
376	미국국적
376	ha
375	siemens
343	아마존
342	business
337	출현
303	up
298	na
298	벗어
294	kg
291	sk텔레콤
284	skt
285	하락
286	mm
277	mw
277	all
276	자체적
274	행위
274	단축
273	한국이
272	국산
269	관련문
265	hs
436	apple
98	sk이노베이션
89	sk하이닉스
47	sk매직
43	skc
39	sk플래닛
17	sk브로드밴드
8	skc코오롱pi
7	sk텔레시스
6	desk
6	sk그룹
6	sk건설
6	sk네트웍스
705	lg
281	lg화학
179	lg디스플레이
141	lg이노텍
100	lg유플러스
76	lgu
50	lg생활건강
24	lg전자주
12	lgcns
11	lg경제연구원
8	lg전선
7	lg전자한국
6	lgd
6	lg엔시스
5	lger
5	lg산전
5	lgcpi
5	lg게이트
757	삼성
193	삼성sdi
186	삼성디스플레이
123	삼성sds
52	삼성중공업
41	삼성에스디에스
33	삼성페이
26	삼성물산
25	삼성서울병원
25	삼성테크윈
23	삼성전자주식회사
18	르노삼성
13	삼성전자한국
12	삼성메디슨
12	삼성엔지니어링
12	삼성증권
11	삼성리서
11	삼성그룹
8	삼성led
8	삼성카드
8	르노삼성자동차
8	삼성종합기술원
8	삼성경제연구소
6	출원인삼성전자
6	삼성모바일디스플레이
6	기업삼성
5	삼성정밀화학
5	삼성탈레스
44	두산
29	두산중공업
25	두산인프라코어
12	두산로보틱스
7	두산인프라
5	두산공작기계
78	한화
35	한화테크윈
25	한화큐셀
12	달러한화
11	한화케미칼
10	한화정밀기계
10	한화테크
10	한화글로벌에셋
8	한화건설
8	한화그룹
7	한화시스
6	한화탈레스
6	한화갤러리아
6	한화sc
5	한화첨단소재
58	증권
18	현대증권
15	증권사
12	삼성증권
8	증권거래
7	한국투자증권
5	대신증권
46	애플워치
35	애플페이
18	애플리케이션들
16	애플리케
11	애플리케이션app
9	애플리케이션서비스
6	애플리케이션nano
46	구글이미지
9	구글google
9	구글플레이
7	구글월렛
6	구글글래스
5	구글맵
123	facebook
235	페이스북
6	페이스북오큘러스
208	퀄컴
257	마이크로소프트
19	마이크로소프트ms
570	microsoft
146	oracle
5	오라클oracle
147	sap
6	sap독
134	카카오
37	카카오톡
22	카카오페이
13	다음카카오
9	카카오모빌리티
5	카카오t
14	naver
198	네이버
13	네이버페이
5	네이버랩스
3	네이버tv
2	네이버지식in
2	네이버클라우드
24	다음소프트
13	다음카카오
494	현대자동차
313	현대모비스
168	현대
86	현대중공업
36	현대차
35	현대오트론
34	현대오토넷
34	현대기아자동차
28	현대기아차
28	현대제철
24	현대경제연구원
24	현대통신
21	현대위아
19	현대로템
18	현대건설
18	현대인
18	현대증권
17	현대리바트
16	현대하이스코
14	현대화
14	현대기아
11	현대적
10	현대오토에버
9	현대중공업주
7	현대모비스주
5	현대로보틱스
5	시설현대화
5	현대그린에너지
5	현대led
15	쌍용
14	쌍용자동차
10	쌍용차
23	기아차
19	기아
71	기아자동차
571	등록특허
509	특허활동
460	특허인용수명
408	특허전략
384	기술특허분석
374	특허정보
337	특허기술
281	관련특허논문
269	관련특허현황
240	관련특허
240	특허점유율
219	특허소송
205	특허데이터
170	특허수
168	특허제도
115	국제특허분류
113	특허분류코드
104	특허활동지수ai
104	특허활동지수activi
94	피인용수특허수
94	패밀리수특허수
85	특허출원건수
52	특허확보
51	특허클러스터링
50	특허들
39	특허건수
36	특허출원동향
35	특허권
32	특허분류체계
27	특허분석
22	특허청
21	원천특허
19	특허출원량
16	특허출원인
15	특허기반
14	특허등록
12	보유특허
11	특허검색
11	유효특허
10	기술특허
8	특허출원수
8	특허출원일자
8	특허출원번호
8	특허활동지수
8	특허기술동향분석
7	해외특허
6	특허지원
6	특허비율
6	국내특허
5	특허비중
5	특허마찰
5	지역특허산업
5	핵심특허
1132	2구간
845	2년
768	23년
622	22년
413	co2
404	2월
353	25년
321	2억
309	2개
205	2차년도
200	2차
156	2건
129	제2
88	2위
49	2가지
49	2단계
48	2인
48	b2b
33	v2v
33	b2c
31	2천
29	m2
29	v2i
27	2백
26	25포럼
26	25개
23	25gbps
22	2시간
22	2조원
21	2명
20	통신v2x
20	2억원
19	23andme
18	tio2
18	2채널
8	33건
6	33개
5	ep33
5	33gb
18	ec2
58	35년
42	35억
12	35건
10	35ia
10	35mb
8	35ghz
8	35개
6	35개국
6	35조원
6	353개
5	35kg
5	35인
5	35만대
18	2c
17	2개월
17	25배
16	23배
16	22개
16	2v
15	2천억
15	iotm2m
15	2회
15	2km
14	25m
14	23건
14	2kg
14	2이상
14	25건
14	al2o3
14	2ghz
14	sio2
13	52건
12	2층
12	초미세먼지pm25
12	o2oonline
12	25gbps급
12	32개
12	2차세대
12	sc25
12	년23년
11	2차전지
11	23년간
11	2g3g
11	22건
11	2일
10	532nm
9	2상
9	25년간
9	2등급
9	2gbps
9	23대
9	2억불
9	lwm2m
9	p2mp
9	23개
9	제2조
9	2개사
9	t2
8	225억
8	v2xvehicle
8	인프라v2i
8	영상3d2d
8	2월말
8	증강2d
8	25kw
8	23kg
8	2차적
7	32년
7	전략제2
7	pon2
7	2w
7	차량v2v
7	cdm2
7	25d3
7	억2
7	제2도약
6	52억원
6	25억원
6	23일
6	ep25
6	22marketsan
6	2번
6	2번째
6	32건
6	e2v
6	52개
6	2인용
6	m2mmachine
6	형성525
6	n2
6	25백만
6	q2
6	22년간
5	소프트웨어232
5	2매
5	52스마트
5	22백만
5	2gw
5	25ms
5	ceo2
5	2cm
5	p2gpower
5	제2호
5	2gb
5	m2miot
5	25g급
5	52이상
5	23단계
5	25일
5	52년
5	25종
66	onem2m
54	2대
50	h2
836	3년
309	3억
273	3개
205	3월
200	3차년도
149	3대
131	3건
122	3조
116	3m
88	3가지
76	3만
75	3위
66	제3
61	3배
58	35년
57	3단계
52	3천
49	3년간
48	3종
42	제3자
42	35억
41	3사
40	3억원
36	3천억
34	lv3
29	3인
27	3개년
24	3만개
23	3백
20	i3
16	3조원
15	3자
14	3명
14	al2o3
14	m3
13	3개월
13	3개사
12	sil3
12	35건
12	3pl
12	3kg
12	top3
12	년23년
12	3시간
11	3곳
11	stat3
10	35ia
10	3ca
10	3v
10	a3
10	35mb
10	532nm
10	3분류
9	r3cev
9	3q
9	v3
9	3dtv
9	3층
9	3km
8	33건
8	3개소
8	3개국
8	3억불
8	3이상
8	빅3
8	3mm
8	35ghz
8	영상3d2d
8	3일
8	35개
7	3성
7	wg3
7	3d시스템즈
6	35개국
6	3만대
6	3cm
6	35조원
6	33개
6	53억원
6	353개
5	35kg
5	소프트웨어232
5	3d프린팅기반
5	3만명
5	pivot3
5	ep33
5	3차원3d
5	3p
5	3ms
5	35인
5	통신3사
5	ddr3
5	35만대
5	33gb
4	국내현황
4	에이터
4	중앙제어센터
4	정보유통
4	관리하거
4	csb시장
4	사이버기술시장
4	거래원장
4	전후처리
4	집행기관
4	repair장비
4	모바일환경
4	이동통신시스템
4	산업기초분석
4	안전active
4	배양최적화
4	대항차량
4	정부공공기관
4	spas
4	정제처리
4	양성기초고급
4	innovi
4	cm이하
4	패널가격
4	조력자
4	게임가상현실
4	공업정보화부
4	csb관련
4	운송관리
4	영상매체
4	생활서비스
4	항법시스템
4	오리엔탈종합전자
4	화학공업
4	asthma
4	검증자
4	대안적
4	식품공업
4	zd오토
4	랩스
4	장치내
4	구사하고
4	협업체계
4	가로픽셀
4	조미료
4	패턴기반
4	편광성
4	전송부분
4	vr소프트
4	씽크q
4	인터넷뱅킹
4	캐즘현상
4	고속환경
4	ui시스템
4	세로픽셀
4	문자데이터
4	고습
4	광투과성
4	rura
4	창고관리시스템
4	경고장치
4	참여의지
4	소상공인중소기업
4	고객매장별
4	교환장비
4	기술검증
4	밀가루
4	불과하였
4	nordic
4	영상제작
4	구동메모리
4	랜드로버
4	자칫
4	시장전략
4	스마트공항
4	지능정보기술연구소airi
4	과학기술정보통신부산업통상자원부
4	상태인식
4	실감디스플레이
4	iontop
4	광학표시장치
4	스레쉬홀딩
4	튀어
4	화면해상도
4	그래픽처리
4	정보통신기반시설
4	금속원
4	actor
4	광수신소자
4	ripple
4	구동환경
4	유도하거
4	정부출연연구원
4	창출핵심요소기술
4	언더코팅층
4	광학관련
4	추출되었
4	신뢰계산
4	효율저하
4	netwoks
4	nnhc
4	module기반
4	만kwh
4	반사도
4	교환서비
4	자산연계
4	양산용량
4	건설예정
4	소프트웨어saas
4	영상음성생체인식
4	이동통신장비
4	한달
4	계획안
4	복구repair
4	영화방송
4	강철
4	골수
4	홈네트워크장치
4	평활
4	metastatic
4	연화
4	townes
4	xanboo
4	투사광량
4	ict수출
4	flowin
4	등록하거
4	한국교육학술정보원
4	공간활용
4	레벨3
4	5x
4	방지구조
4	공정방식
4	압축해제
4	환자보조용
4	gogrid
4	추산되었
4	코인베이스
4	화질향상
4	기각
4	자동차유통헬스케어에너지미디어
4	키트sdk
4	텍사스인스트루먼트
4	교과목
4	방광
4	치과기공
4	정책정부
4	회로복원재생검사분석
4	클라우드상
4	헨리
4	솔루션서비스
4	시험분석성능평가실증장비
4	후방연쇄효과
4	키스토어
4	정보화통계
4	기업홍보
4	cannon
4	나임네트웍스
4	기관투자
4	생산유통소비관리기술
4	휘발
4	사멸
4	영업실적
4	시장흐름
4	달성태양광
4	치료물질
4	dq전류
4	대상기업
4	수출입동향
4	샤딩
4	하드웨어ha
4	주행조작
4	변경이력
4	고투명성
4	교육관련
4	nfc기능
4	사업지원
4	외산장비
4	응집력
4	유선통신장비
4	나노기술학과
4	표면특성
4	에브리싱
4	네트워크기술
4	소재기반
4	제한점
4	양면수광
4	기능안전function
4	라미네이터
4	atlanta
4	ssdsolid
4	수입물량
4	dfs
4	세이퍼존
4	표면구조화
4	해외발전사업
4	도우인시스
4	채용률
4	품질인증가이드라인
4	나노부직포
4	극복방염
4	autotalks
4	성능보완
4	당쇄
4	skcc
4	opcode
4	it업계
4	smartmi
4	신재생에너지코리아
4	신사옥
4	유리광섬유
4	다중코어
4	한국지능형사물인터넷협회
4	자세추정
4	침식
4	근자외선
4	유기재료
4	조합기술
4	프라임센스
4	정상파일
4	지능보안연구그룹
4	은퇴
4	급수적
4	서희동
4	imerys
4	생산되었
4	경미
4	rd과제
4	영상코덱
4	kot
4	자동회피
4	aioncloud
4	매립시설
4	시스템ibm
4	전자금융업자
4	어드바이저챗봇
4	유망성
4	디스크브레이크
4	현대백화점
4	적층구조
