freq	word
746	us
746	어려움
745	2019년
744	향상시
742	시도
740	꾸준
738	설립
732	산학연
732	의견
731	매출액
728	국내외
728	양산
728	ip
727	informatio
725	치열
723	인수
723	급격
721	니즈
723	인수
723	급격
721	니즈
715	노력
715	위주
714	경험
713	부착
711	2014년
708	조절
705	lg
700	표시
698	분야별
698	도면
698	증착
694	과학기술정보통신부
692	관계
690	세부기술
690	경량
688	회사
686	보조
685	종합
685	유연
684	제고
682	방안
681	업무
679	주변
674	id
672	주력
672	등록번호
671	전체구간1998년2019년
668	이미
668	채널
664	시대
664	효율성
664	상호
662	체계
659	기술이전
654	광고
652	완전
649	kt
649	가치
648	기술적용분야
647	부문
647	약점
646	합계
645	미만
645	보임
645	촉진
642	techno
642	능력
639	보장
639	단일
637	가정
637	market
636	내장
632	고정
631	질적
627	품목
626	필수적
625	사고
624	출원건수
623	일체형
622	달성
622	사업화
622	업계
616	대화
616	교수
615	최종목표
615	차이
611	거리
610	성공
609	용도
604	16년
604	무역현황
604	상기
603	비롯
600	기술범위
599	공공
596	as
595	출원동향
594	우리나라
594	현실
594	최신
593	제한
592	신기술
592	최고
590	주목
590	경쟁기술
589	유형
582	조립
581	역량
581	민간
580	별도
579	정부지원
578	지속
576	이와
574	자사
574	극복
571	등록특허
568	안정적
559	실증
554	이용자
549	없음
548	사전
547	etri
547	실행
545	배치
537	manufact
537	연구원
535	변경
535	중복성
531	무역특화지수
530	고가
528	해석
527	산학협력단
524	개별
524	제품화
521	요소기술별
520	cont
520	애플
519	제목
519	실시
518	취약
515	경로
515	17년
514	기여
514	선택
514	외국인
514	경향
513	전통적
512	동일
510	역시
509	특허활동
506	구매
505	조작
505	제시함
504	2023년
504	한국생산기술연구원
503	2021년
502	일정
501	이들
501	위협threat
500	pr
499	provi
499	강점st
499	전망됨
498	산출
498	영국
495	이해
495	기술이전가능
493	기술체계
492	설명
491	현대자동차
491	만들어
490	개발목표
490	가치사슬
489	반면
488	기초
487	시장력
486	질환
485	파장
484	실정
483	2013년
482	제외
482	억원
482	연도별
481	2022년
480	기본
478	작동
477	국제
474	연구기관
472	단점
469	행동
465	복수
463	신산업
463	수단
463	or
462	점유
461	급증
461	장애물
460	편의성
460	특허인용수명
459	산업시장
458	늘어
458	압력
458	생활
457	투입기술
457	전문기업
456	코어
455	아래
454	화재
453	그룹
452	사업자
452	차별화
451	same
450	요구됨
448	신체
446	기술요구사항
446	기반기술
445	응용분야
444	엘지전자
442	신속
442	스스로
442	성장세
441	부재
440	ms
439	오픈
439	의사결정
438	경제
437	조건
435	요구사항
435	apple
430	부진
430	산업분야
429	access
426	고장
424	규격
424	부가가치
421	ro
421	작업자
421	무역수지
420	전반
419	구간
418	기술혁신
417	용도별
417	지식
417	발달
416	과거
415	조합
414	한국국적
414	국적
413	편리
413	저가
410	건수
410	집중력
408	완료
408	ta
408	특허전략
408	이내
408	자세
407	대표
404	취약점
401	eu
400	중요성
400	연관
399	제조업체
399	서로
399	시행
398	amazon
396	현상
396	주요기업
395	선호
395	개발하였
394	이벤트
394	강점
393	만족
393	성과
387	뛰어
387	수요자
385	도움
385	특수
384	공공기관
384	기술특허분석
383	제도
383	분류체계
382	조성물
382	지원사업
380	제조공정
380	않음
378	제품들
378	기간
377	부여
374	결함
374	특허정보
374	지표
373	제휴
373	ti
373	토이
371	siemens
371	요인
371	각국
371	qualcomm
371	훈련
370	지정
369	메시지
369	착용
366	도출되었
366	ha
362	전체적
361	파일
361	재활
361	준비
360	배송
360	습도
360	시사점
360	도로
358	필수
357	water
357	기술격차
356	경제적
355	불량
354	한국기계연구원
354	고유
354	상업용
353	아시아
353	문서
353	국내기업
353	sa
352	집중적
352	조정검토
352	본격적
352	product
351	문제점
351	고신뢰성
351	해외업체동향
351	타입
348	장벽
348	전반적
348	2012년
348	기술인
348	국내업체동향
348	인쇄
347	공통
347	sony
346	핵심부품
346	대두
345	수출금액
344	중견기업
343	아마존
342	business
342	흐름
342	15년
341	연관도수
341	두께
340	안내
340	보고서
340	중점
339	인텔
339	ui
339	피코
337	품목별
337	부각
337	특허기술
336	개최
336	출현
335	수입금액
335	도시
335	적절
335	심화
334	care
334	시트
333	증가하였
332	소프트
331	사회적
326	원인
326	중개
325	시계
325	저하
325	at
324	수익
324	use
324	수지
323	해상도
323	시장점유율
323	격차
322	기본적
322	교환
322	손실
321	제스처
320	통제
320	포함된
320	프랑스
320	중앙
320	인하
317	한국과학기술연구원
317	toyota
316	우려
314	type
313	현대모비스
313	직접적
312	services
312	불가능
311	말함
311	상당
311	다국적
311	산업부
310	20년
309	수용
309	중간
308	체계적
307	pi
307	담당
307	line
307	대신
306	구비
305	컨트롤
305	일반조명시스템
304	창업
303	초점
302	파워
302	기술환경분석
302	이력
302	주류
302	저렴
301	from
301	corp
300	회피
300	체험형
300	변형
300	연구목표
300	레벨
300	18년
299	후보
299	mitsubishi
298	1위
298	가시화
298	벗어
297	제정
297	실적
297	혁신적
297	up
295	개발계획
295	object
295	신제품
295	소모
295	로봇이
295	경영
294	교류
294	관련기업
293	head
290	간편
289	산업계
289	완성
289	한국광기술원
288	취득
288	2010년
287	sk텔레콤
287	인구
286	group
286	발명
286	억제
285	all
285	하락
285	증가율
285	출원비중
285	panasonic
284	계속
284	10년간
284	유지보수
283	급성장
283	채택
283	한국에너지기술연구원
282	제품별
281	관련특허논문
281	skt
281	소요
281	제조방법
281	공급자
281	북미
281	연구장비
280	규정
280	lg화학
278	보관
278	시점
277	적용가능분야
276	시장환경
276	자체적
274	재현
273	행위
273	한국이
272	반복
272	광범위
272	국산
271	경고
271	제안
271	12년
270	대처
270	홈페이지
270	remote
270	hitachi
270	시급
269	관련문
268	국내업체
268	움직
268	마스크팩
267	외산
265	공동연구
265	일어
264	전세계
264	흡수
264	국적별
263	관련특허현황
263	매체
263	국외
263	외부환경
263	추구
263	2011년
262	사람이
261	예산
261	국민
260	지문
260	외국
259	한편
259	연구개발네트워크
259	항목
259	기술경쟁력
259	lab
259	해소
258	확장성
258	탐색
258	선택적
258	부처
258	맞춤
257	기술개발동향
256	마이크로소프트
256	증가한
256	충분
255	23년
254	ni
254	가변
254	tf
253	감축
253	다양화
253	문헌
253	시험지
252	장소
252	sic
252	완화
252	노하우
251	주문
251	report
251	재구성
251	바람직
251	기기들
251	평가과정
251	2025년
251	의도
251	방대
250	두고
250	창고
250	감독
250	저지연
250	corporation
249	진입장벽
249	정책적
249	아웃도어
249	액체
248	대폭
248	제품개발
248	초고용량
248	secondar
247	매칭
247	하였
247	가져
247	아토피
247	합의
247	philips
247	4개
247	보정
246	회사들
246	소통
246	신시장
246	et
246	그림
246	강도
246	모드
246	임상
246	개시
245	소폭
245	계층
245	과기정통부
244	매장
244	film
243	가방
243	개발자
243	시장성
243	고급
242	수직
242	사진
241	gm
241	연세대학교
240	관련특허
240	폐열
240	유닛
240	패치
240	인테리어
240	multiple
240	정제
240	참여정도
240	특허점유율
239	생산량
239	모양
239	5개
239	불과
239	전개
239	전시
239	인식기술
239	em
239	비슷
239	10건
239	소비자들
238	포장
238	서울대학교
238	유용
238	연구센터
238	저가형
238	ald
238	후보군
237	업데이트
237	원리
236	연구조직
236	헤드
235	conf
235	페이스북
235	경쟁환경
234	장애
234	fa
234	유의
233	점검
233	일자리
233	응용기술
233	식각
233	국방
233	지연
232	원활
232	메커니즘
232	구조물
232	point
232	world
232	electrode
231	허용
231	12월
231	key
230	cisco
230	end
230	실험
229	phot
229	station
229	구간1998년2019년
229	전문인력
229	ul
229	인도
229	소니
228	50건
228	강조
228	kw
227	융합성
227	찾아
227	플랫폼이
226	대면적
226	상이
226	업종
226	가속도
226	년간
226	간단
225	수분
225	능동적
225	성능평가
225	유효
225	발견
225	강력
225	ot
225	예측용
224	안정화
223	독립적
223	수출특화상태
223	재가공
223	전통식품
223	연관성
223	대학교
222	년도
222	삽입
222	추가적
222	펠리클
222	피해
222	equipment
221	요청
221	사용자들
221	ltd
220	저온
220	수도
220	획기적
219	특허소송
219	되었
219	cu
219	실용화
219	빈도수
219	massi
219	작성
218	기체
218	대량생산
218	해외기업
218	value
218	무게
218	honeywell
218	red
218	개방
217	정비
217	일본국적
217	노출
217	교육용
217	시급성
217	우위
216	시연
216	민감
216	인정
216	에이전트
215	세포
214	방열
214	적합성
214	부합
214	산업적
214	후방
214	기술분류
214	시리즈
214	종합적
213	6월
213	mount
213	구성요소
213	자율적
213	level
213	최소
213	연속
213	지문인
212	이의
212	이기종
211	대책
211	상세
211	개척
211	5년간
210	편의
210	수월
210	확립
210	terminal
210	지역별
210	연구분야
209	유기적
209	도메인
209	일환
209	경제성
209	중소벤처기업부
209	유망
209	제한적
209	폭발적
209	각광
208	근거
208	소량
208	중소중견기업
208	완성차
208	유래
208	flow
208	공략
208	토대로
208	가속
207	배달
207	퀄컴
207	비서
207	물류창고
207	정전
206	사항
206	재고
206	11월
206	havin
205	19년
205	imaging
205	코웨이
205	특허데이터
205	입수하였
205	케이블
204	이동성
204	침해
204	접촉
204	모색
203	element
203	수입특화
203	시범사업
203	중기
202	1차년도
202	2차년도
202	불법
202	산업현장
202	전국
202	수요기업
201	관리기술
201	파급성
201	스택
200	자유
200	중소기업들
200	충격
200	skin
200	용품
199	3개
199	관세청
199	분할
198	저비용
198	국가적
198	명령
198	가짐
198	무결성
198	비교우위
197	배리어
197	xhaul
197	캐나다
197	잠재력
197	기술동향
196	간섭
196	기술개발트렌드
196	수상
196	14년
196	compon
196	가열
195	input
195	대만
195	개발기술
195	분배
194	활물질
194	포스코
194	simulation
194	은행
194	네이버
194	markets
193	자국
193	데이터들
193	대기업들
193	자회사
193	환경부
193	주도권
192	세대
192	assoc
192	중간정도
192	브로커
192	축소
191	배포
191	채용
191	한국인터넷진흥원
191	미래창조과학부
191	기기용
191	미비
191	아이템
191	수출물량
190	중대형
190	가이드라인
189	융합형
189	전년
189	승인
189	피트니스
189	부착형
189	기술개발시급성10
189	컬러
189	기술개발파급성10
189	3월
188	field
188	한류
188	멀티미디어
188	저항
188	company
188	심사
187	저조
187	삼성sdi
187	도심
187	2차
187	반려동물
187	3049건
187	실내외
186	수면
186	1월
186	support
186	bmw
185	출시하였
185	저작
185	기술환경
185	도래
185	본격화
185	리드
184	machines
184	가격경쟁력
184	나아
184	전략품목
184	지불
184	이중
184	소개
184	음향
184	장기적
184	장난감
184	재이용
183	교구
183	america
183	홍보
183	발현
183	삼성디스플레이
182	소속
182	능동형
182	기반이
182	경과
182	허가
182	360도
182	평가결과
182	유로
182	문화
182	영향력
181	영업이익
181	tft
181	응용서비스
181	처음
181	one
180	자금
180	honda
180	1019건
180	2029건
180	전사
180	area
180	10대
180	가이드
179	dr
179	원가
179	production
179	univ
179	제공자
179	사업영역
179	voltage
178	개월
178	수정
178	고려대학교
178	조원
178	전년대비
178	국제표준
178	가상공간
177	open
177	특별
177	단계별
177	고령자
176	응답
176	체인
176	ghz
176	inform
176	대다수
176	channel
176	lg디스플레이
175	배열
175	확충
175	연도
175	업그레이드
175	gw
175	면적
175	10년
174	증진
174	적응형
174	frequency
174	출원경향
174	저가격화
173	추이
173	location
173	소비전력
173	산업기술
173	조달
172	절약
172	논의
172	2030년
172	냉난방
172	현지
172	커뮤니티
172	기어
171	밀접
171	2개
171	복합적
171	도모
171	변조
171	huawei
171	사람들
171	solutions
171	친화적
171	성질
170	기점
170	최근구간
170	10월
170	체감
170	선제적
170	특허수
170	bosch
169	제품분류별
169	package
169	필립스
169	선두
168	한국전기연구원
168	통합적
168	특허제도
168	현대
168	공동출원


gsasd


168	전통
168	센서들
168	통합적
168	ra
168	특허제도
168	그래핀
168	치과
168	materials
168	첨단센서
168	보일러
167	물성
167	주요내용
167	연구인력
167	포토레지스트
167	감염
167	game
167	vision
167	수출량
167	추산
167	개정
167	연소
167	가입자
167	thro
167	online
167	조치
167	전세계적
167	io
167	factory
167	원거리
167	rgb
167	top
166	전동
166	박막봉지
166	부품소재
166	거울
166	입체
166	편의시스템
166	project
166	웰빙
166	주요제품
166	중복
166	polymer
165	몰입형
165	한양대학교
165	접합
165	칩셋
165	it기술
165	solid
165	프로
165	유발
165	연료전지용
165	감지센서
165	cmp
164	쇼핑몰
164	탈모
164	인력양성
164	도달
164	활용방안
164	체제
164	effect
164	리튬이온
164	표면처리
164	소각
164	복원
164	9월
164	팩토리
164	artifi
163	견인
163	nec
163	금액
163	filter
163	영상분석
163	결과물
163	deposition
163	band
163	시험시설
163	xev용
163	구체적
162	출원국
162	안정
162	장애인
162	누적
162	mode
162	독점
162	sensing
162	취급
162	여전
162	해양
162	대중화
162	오디오
162	고압
162	color
162	몰입감
162	밝기
161	가동
161	ir
161	터치패널
161	self
161	기술개요
161	에어
161	지출
161	가트너
160	전기자동차용
160	참고
160	center
160	quality
160	ep
160	머신비전
160	편이
160	생산기술
160	life
160	제어장치
160	우선적
160	지자체
159	재해
159	재배
159	products
159	정화
159	hp
159	cns
159	m2m
159	인터렉션
159	보유국
159	통합관리
159	판별
159	고강도
159	mw
159	지멘스
159	적합성10
158	색상
158	generator
158	권한
158	수십
158	prin
158	기획위원회
158	스크리닝
158	환경센서
158	인식이
158	아이폰
158	hd
158	판매량
158	대안
158	chemical
158	막대
157	사이즈
157	알람
157	가시성
157	호환
157	에어컨
157	유해가스
157	착용자
157	분사
157	인식률
157	유지관리
157	시티
156	스마트토이
156	주관
156	소방
156	호스트
156	2d
156	san
156	배선
156	규칙
156	tracking
155	자동차산업
155	출원되었
155	5월
155	산업체
155	iec
155	아모레퍼시픽
155	patent
154	냉각수
154	21년
154	silicon
154	2009년
154	액추에이터
154	체온
154	output
154	10개
154	panel
154	수익성
154	좌우
153	화상
153	문자
153	uiux
153	근력증강
153	수출입무역통계
153	갖추고
153	발열
153	성격
153	automati
153	공공데이터
153	피인용지수
153	검지
153	직선
153	감소하였
153	수동
153	문의
153	hydrogen
152	du
152	온습도
152	난방
152	애니메이션
152	gartner
152	상회
152	연동기술
152	미용
152	동반
152	신설
152	형식
152	학교
152	over
151	off
151	혈압
151	트윈
151	em
151	테마파크
151	장거리
151	고효율화
151	blu
151	스마트제조용
151	상황인식
151	유럽국적
151	기대성
151	품질관리
151	소재부품
151	범죄
150	뇌파
150	열처리
150	관리시스템
150	1인
150	지금
150	영문
150	유해물질
150	스트림
150	index
150	pati
150	산업지원
150	크라우드펀딩
149	sensors
149	기계장치
149	pool
149	medium
149	모발
149	커머스
149	marketsan
149	충전소
149	외국국적
149	전장부품
149	네덜란드
149	예시
149	개인별
149	면역
148	audi
148	kaist
148	무료
148	않도록
148	비하여
148	단가
148	연구실
148	autonomou
148	충족
148	경쟁자
148	fros
148	ls산전
148	배출량
148	흡착
148	내국인
147	글래스
147	target
147	유일
147	compr
147	가축
147	포털
147	물건
147	toshiba
147	study
147	해외시장
147	의무화
147	벤더
147	토크
147	위상
147	소형풍력터빈
147	발급
147	로봇산업
146	scm
146	생육
146	과학기술
146	청각
146	있어야
146	보수
146	oracle
146	전후방
146	경계
146	시기
146	부피
146	instrument
146	변수
146	발전용
146	단체
146	직류
145	프라이빗
145	증가추세
145	수송기기
145	위치정보
145	mcu
145	핵심소재
145	알림
145	장시간
145	모형
145	최첨단
145	방전
144	위변조
144	driving
144	창의적
144	통과
144	robotic
144	es
144	4g
144	컨트랙트
144	liquid
144	합동
144	sap
144	변동
144	solution
144	oem
144	tool
144	기록매체
144	음식
144	mm
144	rate
144	적응
143	소유자
143	영상인식
143	current
143	않았
143	신개념
143	aws
143	can
143	운동량
143	진전
143	난방기기
143	계통
143	고밀도
143	유효성
143	단어
143	보험
143	영양
143	보상
143	서울
143	rockwell
143	진단용
143	university
143	초정밀
143	집계
143	mask
142	산업임
142	ces
142	라이프
142	영상보안
142	관리자
142	소재기술
142	managin
142	모습
142	conc
142	혼합현실
142	optimi
142	제형
141	다변화
141	lg이노텍
141	바이오가스
141	부작용
141	연비
141	표정
141	oxide
141	전송기술
141	card
141	손가락
141	zigbee
141	파라미터
141	emitti
140	2월
140	적재
140	동기
140	구축사업
140	전문업체
140	부위
140	챗봇
140	오브젝트
140	steel
140	하이드로겔
140	유비쿼터스
140	도전
140	cm
140	오피스
140	휴대
140	에너지화
140	사이트
140	mit
140	태양광발전
140	수급
140	bluetooth
140	메타데이터
139	광소자
139	혈액
139	automated
139	증가시
139	호주
139	전력망
139	인기
139	emc
139	중단
139	수율
139	개인건강기록
139	상호운용성
139	wdm
138	전자제품
138	포장설비
138	히터
138	1건
138	조명시스템
138	이스라엘
138	애로기술
138	전후방산업
138	13년
137	징후
137	전시회
137	기술개발로드맵
137	포트폴리오
137	자기주
137	프로슈머
137	패킷
137	recovery
137	opti
137	선도적
137	배경
137	유기물
137	공조시스템
137	재정의
137	핵심요소
137	xev
137	효소
137	개인정보보호
137	modeling
137	실질적
136	중적외선
136	장기간
136	나노입자
136	techni
136	키트
136	시너지
136	v2x
136	전조등
136	주력산업
136	빗물
136	계열
136	램프
136	4대
136	cancer
136	수출현황
136	무인이동체
136	내외
136	패션
136	박사
135	기반구축
135	법률
135	학계
135	vehicles
135	동물
135	밸브
135	충족시
135	공간디자인
135	lan
135	버스
135	8월
135	방출
135	서비스용
135	코딩
134	강국
134	벤처기업
134	액정
134	복합화
134	서브클래스
134	접근성
134	스캔
134	ct
134	카카오
134	식사
134	kisti
134	유통물류
134	포인트
133	d프린팅
133	성숙
133	법적
133	bt
133	고령
133	침입
133	부서
133	acid
133	농산물
133	기상
133	초고속단거리
133	경화
133	사용함
133	산업별
133	engine
133	근적외선
132	자유도
132	준수
132	시공
132	유입
132	소유
132	발효
132	물리보안
132	sharp
132	태양
132	protocol
132	에피
132	트랜잭션
132	스위스
132	전기전자
132	기후변화
132	수자원
132	패밀리수
132	소형풍력
132	thin
132	운반
131	스트레스
131	스웨덴
131	실태조사
131	block
131	제조사들
131	efficiency
131	주체
131	탄소섬유
131	용어
131	생산라인
131	사양
131	증명
131	htc
131	참조
131	att
131	inno
131	라우팅
131	감지기술
130	출원번호
130	nb
130	실장
130	시계열
130	conversion
130	substrate
130	기본계획
130	인텔리전스
130	문헌분석
130	scale
130	분석결과
130	평가항목별
130	안전관리
130	편집
130	버전
130	직관적
130	space
130	진행되었
130	구동시스템
130	탑승
129	mr
129	7월
129	소비량
129	투명성
129	connectivi
129	주소
129	마켓
129	연결성
129	메탄
129	제로에너
129	delivery
129	공급업체
129	고속화
129	정밀의료
128	발전량
128	기술지원
128	첨단화
128	뚜렷
128	이동체
128	집적회로
128	서명
128	threat
128	번째
128	한국전자통신
128	통용
128	frame
128	센서시스템
128	스템
128	상품화
128	브로커리지
128	균일
128	열분해
128	지향
128	이름
128	로그
128	cad
128	수소생산
127	날씨
127	한국정보화진흥원
127	업체수
127	3gpp
127	주입
127	성공적
127	감안
127	인공지능ai
127	mobility
127	예약
127	의지
127	양액
127	참여영역
127	pattern
127	코인플러그
127	심박수
127	유형별
127	고화질
127	4월
127	capacitor
127	networking
126	보건의료
126	수출액
126	종속
126	공동활용
126	소리
126	불필요
126	중량
126	contin
126	institute
126	투명전극
126	유효성분
125	정확성
125	5대
125	거대
125	자동차부품연구원
125	record
125	정보들
125	제작기술
125	데스크탑
125	송금
125	sl
125	수입현황
125	도출절차
125	시인성
125	윈도우
125	분류조정
125	client
125	마찬가지
125	엔터프라이즈
125	양산화
124	산하
124	지원내용
124	adas
124	근력
124	올해
124	pd
124	전송속도
124	서울시
124	condition
124	악화
124	중소형
124	조종
124	임대
124	이미지센서
124	국제적
124	gateway
124	얻어
124	plate
124	스마트워치
124	검토보완
123	anti
123	플레이
123	의학
123	관심기술
123	증감
123	보쉬
123	양상
123	진압
123	정보가전
123	용기
123	ratio
123	효능
123	의료정보관리
123	분산전원
123	crystal
123	cd
123	ntt
123	기술내용
123	일반인
123	항체
123	p2p
123	경북대학교
122	pcb
122	본인
122	잠재적
122	단순화
122	기술인프라
122	천연물
122	드맵
122	지형
122	pcr
122	sub
122	정합
122	삼성sds
122	헤드셋
122	agv
122	금융권
122	facebook
122	tube
122	구조적
122	연동형
122	조명기술
122	고기능성
122	vmware
121	데이터마이닝
121	정형
121	go
121	시장환경분석
121	냉장고
121	측정장치
121	embed
121	바이러스
121	고에너지
121	기술트리
121	다층
121	길이
121	개별적
121	기술관련
121	onoff
121	처방
121	기능적
121	다양성
121	heating
121	단독
121	하이퍼바이저
121	고시
121	헤드램프
121	재질
120	kg
120	수백
120	연장
120	mac
120	item
120	명의
120	궁극적
120	제4
120	위험성
120	교통사고
120	온도센서
120	메인그룹
120	증가세
120	침투
120	메탈
120	관측
120	보건복지부
120	그것
120	구분하였
120	출원하였
120	세분화
120	시각적
120	매핑
120	속성
119	insight
119	전면
119	주름
119	장악
119	view
119	삭제
119	복합체
119	심각
119	인재
119	최대한
119	전자부품
118	약화
118	에너지관리
118	전력반도체소자
118	철도
118	국토교통부
118	초기단계
118	건전성
118	atsc
118	gate
118	측정장비
118	음성데이터
118	고부가
118	살펴보았
118	기술순환주기
118	샤오미
118	der
118	독과점
117	제품설계
117	전문적
117	수평
117	보안시스템
117	미시적
117	주기적
117	포럼
117	히트펌프
117	주행거리
117	관광객
117	enterprise
117	중앙값
117	파나소닉
117	광학적
117	출원활동
117	house
117	의복
117	에지
117	개발사업
117	pfs
117	oil
117	sumitomo
117	긴급
117	마이크
117	cpp
116	색온도
116	과제신청현황
116	산업환경분석
116	연관네트워크
116	rd집중
116	3대
116	수요조사결과
116	평가기술
116	세트
116	접근통제
116	screen
116	드라이브
116	주도적
116	성균관대학교
116	1차
116	ai기반
116	게이트
116	대형화
116	지하철
116	사업자들
116	체외진단
116	event
116	인증서
116	산업특징
116	usb
116	플래시
116	권리정보
116	참여규모
116	혁명
116	가시광
116	생산설비
116	논문데이터
115	sm
115	2000년대
115	가공장비
115	열교환기
115	전량
115	bat
115	toy
115	전체평균
115	인프라인력
115	국제특허분류
115	자전거
115	디바이스들
115	후방인용
115	저작권
115	차선
115	내수시장
115	range
115	alloy
115	케이티
115	연구팀
115	가사
115	운동기구
115	기술수명주기
115	구입
114	상시
114	주력기술
114	풍력발전기
114	수송용
114	활성
114	정립
114	베이스
114	제1
114	연구공간
114	assembly
114	크지
114	정보화
114	gui
114	로직
114	와이파이
114	산화
113	운전자지원시스템
113	상생
113	탈취
113	시작하였
113	실증사업
113	발표하였
113	위치기반
113	주요국
113	1년
113	제도적
113	engineerin
113	다량
113	기술수요조사
113	특허분류코드
112	공공부문
112	아파트
112	제조기업
112	ethernet
112	am
112	진단기술
112	ip시장국
112	nr
112	생체유래
112	영상모듈
112	dell
112	비스
112	명확
112	비접촉식
112	유치
112	내역
112	link
112	custom
112	손목
112	바인더
112	실외
112	alliance
111	denso
111	나노소재
111	자이로스코프
111	순서
111	고감도
111	광부품
111	난이도
111	qd
111	via
111	광역
111	3m
111	임무
111	교재
111	its
111	자본
111	무선통신부품
111	size
111	identity
111	algorithm
111	편리성
111	밸런싱
111	guide
111	프로세싱
110	각도
110	플러그인
110	cells
110	자립
110	기술개발시급성
110	기술개발파급성
110	분석기
