freq	word
752	연관도
751	Technology
751	구성된
749	결정
748	일반
747	더욱
746	어려움
745	2019년
744	향상시
742	시도
740	꾸준
738	설립
732	산학연
732	의견
731	매출액
730	Pro
728	양산
728	국내외
725	정확도
725	치열
723	급격
723	인수
721	니즈
719	효과적
715	패키지
715	위주
715	노력
714	경험
711	2014년
710	증착
705	LG
705	재난
704	장착
702	수명
701	위협
700	표시
700	마케팅
698	도면
698	저감
698	분야별
694	과학기술정보통신부
693	Inc
692	관계
690	세부기술
690	경량
688	회사
686	보조
685	종합
684	제고
682	방안
681	업무
679	주변
673	Google
673	보완
672	주력
672	등록번호
671	전체구간1998년2019년
669	등록
668	이미
664	효율성
664	시대
664	상호
662	체계
659	기술이전
652	완전
649	가치
648	부문
648	KT
648	기술적용분야
647	약점
646	합계
645	촉진
645	보임
645	미만
643	차원
642	능력
640	보장
639	단일
638	가정
636	내장





634	고정
633	접속
631	멀티
631	질적
627	품목
626	필수적
625	제조기술
625	사고
625	GE
624	출원건수
623	일체형
622	사업화
622	업계
622	달성
616	교수
616	대화
615	최종목표
615	차이
612	도구
610	성공
609	용도
609	가정용
608	표면
604	상기
604	무역현황
604	16년
603	비롯
601	이종
600	기술범위
599	공공
596	현실
595	출원동향
594	우리나라
594	최신
593	제한
592	신기술
592	최고
590	주목
590	경쟁기술
589	유형
586	기술들
586	대량
585	트렌드
582	조립
581	역량
581	민간
580	별도
579	정부지원
578	지속
576	이와
574	자사
574	극복
571	등록특허
563	절차
560	Management
549	없음
547	ETRI
547	Market
547	실행
547	MA
545	배치
543	연구소
539	사회
537	연구원
535	중복성
535	변경
535	교통
531	무역특화지수
530	고가
527	산학협력단
526	신발
524	개별
521	요소기술별
520	애플
519	제목
519	실시
518	취약
516	한국생산기술연구원
515	선택
515	17년
515	경로
514	외국인
514	경향
513	전통적
512	동일
510	역시
509	특허활동
505	제시함
505	조작
505	제조사
504	2023년
504	유무선
503	2021년
503	Cloud
503	게이트웨이
502	일정
502	Comm
501	위협Threat
501	이들
500	작용
500	전망됨
498	영국
498	산출
497	공격
495	이해
495	기술이전가능
494	투명
493	기술체계
492	설명
491	만들어
491	현대자동차
490	개발목표
489	반면
488	기초
487	시장력
486	OS
486	질환
485	파장
484	실정
484	체험
483	2013년
482	연도별
482	억원
482	제외
481	2022년
480	기본
480	전처리
478	기지국
478	작동
477	국제
475	연구기관
474	mobile
473	RFID
472	지능
472	행동
472	단점
471	영상처리
471	Mobile
471	소규모
470	LCD
470	컨설팅
469	DB
468	커패시터
465	제어기술
465	vehicle
465	복수
465	세라믹
463	신산업
463	수단
462	점유
462	LTE
461	Global
461	장애물
461	급증
460	특허인용수명
460	편의성
459	산업시장
459	비전
458	늘어
458	생활
458	압력
457	투입기술
457	그룹
457	코어
457	전문기업
455	아래
455	자외선
455	선보
454	화재
454	Electric
452	사업자
452	차별화
450	요구됨
450	프로젝터
449	image
448	Multi
448	신체
446	기술요구사항
446	기반기술
446	머신러닝
445	응용분야
445	display
444	자동차용
444	Sensor
444	Research
444	엘지전자
442	신속
442	스스로
442	성장세
441	텍스트
441	부재
441	Microsoft
441	리튬
440	건설
440	홈네트워크
439	오픈
439	의사결정
439	코팅
438	경제
437	인포테인먼트
437	화학
437	조건
437	Power
435	요구사항
434	EMS
434	노드
433	Display
432	상승
432	배출
431	오감
430	부진
430	악성코드
430	산업분야
429	밀리미터파
429	기술수준
428	전기적
427	조직
426	management
426	고장
425	전압
425	시장진입
424	부가가치
424	한국과학기술원
424	규격
423	선정위원회






































































